image_id,path,sheet_id,long_edge,status,width,height
228,D:\lumina-studio\public\images\portfolio\2569-03-09\A M\PTO_5575.jpg,sheet_0006,6016,candidate,6016,4016
229,D:\lumina-studio\public\images\portfolio\2569-03-09\PTO_5641.jpg,sheet_0006,6016,candidate,4016,6016
230,D:\lumina-studio\public\images\portfolio\2569-03-09\PTO_5646.jpg,sheet_0006,6016,candidate,6016,4016
231,D:\lumina-studio\public\images\portfolio\2569-03-09\PTO_5647.jpg,sheet_0006,6016,candidate,4016,6016
232,D:\lumina-studio\public\images\portfolio\2569-03-09\A M\PTO_5651.jpg,sheet_0006,6016,candidate,6016,4016
233,D:\lumina-studio\public\images\portfolio\2569-03-09\A M\PTO_5656.jpg,sheet_0006,6016,candidate,6016,4016
234,D:\lumina-studio\public\images\portfolio\2569-03-09\A M\PTO_5665.jpg,sheet_0006,6016,candidate,4016,6016
235,D:\lumina-studio\public\images\portfolio\2569-03-09\A M\PTO_5669.jpg,sheet_0006,6016,candidate,6016,3384
236,D:\lumina-studio\public\images\portfolio\2569-03-09\A M\PTO_5691.jpg,sheet_0006,6016,candidate,4016,6016
237,D:\lumina-studio\public\images\portfolio\2569-03-09\A M\PTO_5711.jpg,sheet_0006,6016,candidate,6016,4016
238,D:\lumina-studio\public\images\portfolio\2569-03-09\A M\PTO_5723.jpg,sheet_0006,6016,candidate,6016,4016
239,D:\lumina-studio\public\images\portfolio\2569-03-09\A M\PTO_5779.jpg,sheet_0006,6016,candidate,4016,6016
240,D:\lumina-studio\public\images\portfolio\2569-03-09\A M\PTO_5783.jpg,sheet_0006,6016,candidate,6016,4016
241,D:\lumina-studio\public\images\portfolio\2569-03-09\A M\PTO_5789.jpg,sheet_0007,6016,candidate,6016,4016
242,D:\lumina-studio\public\images\portfolio\2569-03-09\PTO_5811.jpg,sheet_0007,6016,candidate,4016,6016
243,D:\lumina-studio\public\images\portfolio\2569-03-09\PTO_5833.jpg,sheet_0007,6016,candidate,6016,4016
244,D:\lumina-studio\public\images\portfolio\2569-03-09\A M\PTO_5865.jpg,sheet_0007,6016,candidate,4016,6016
245,D:\lumina-studio\public\images\portfolio\2569-03-09\A M\PTO_5881.jpg,sheet_0007,6016,candidate,6016,4016
246,D:\lumina-studio\public\images\portfolio\wedding-ceremony-v1\TK-142.jpg,sheet_0007,2048,candidate,2048,1365
